adapter,id,family,problem_type,difficulty,answer_type,manual_variation,problem,canonical_answer,raw_output,predicted_answer,correct
algorithmic_scaffold_v2_5,stopped_process_expectation_train_2410000,stopped_process_expectation,quadratic_fixed_horizon,2,non_binary,False,"Let X_n = 2 + Y_1 + ... + Y_n, where P(Y_k = 5) = P(Y_k = -5) = 1/2 and the increments are independent. Compute E[X_7^2]. Answer with JSON of the form {""value"": ""...""} inside the answer tags.",{'value': '179'},"Step 1: Identify the fixed-time second-moment task.
We need E[X_7^2] for a centered independent-increment walk.

Step 2: Extract the parameters.
X_0 = 2; n = 7; increments are +5 or -5 with probability 1/2 each.
The variance of one increment is sigma^2 = (5)^2 = 25.

Step 3: Select the formula.
E[X_n^2] = X_0^2 + n sigma^2.

Step 4: Do the arithmetic in small pieces.
X_0^2 = (2)^2 = 4.
n sigma^2 = 7 * 25 = 175.

Step 5: Add.
E[X_7^2] = 4 + 175 = 179.

Final answer:
<answer>
{""value"": ""179""}
</answer>",{'value': '179'},True
algorithmic_scaffold_v2_5,stopped_process_expectation_train_2420001,stopped_process_expectation,stopped_martingale_value,3,non_binary,False,"Let (S_n) be a simple symmetric random walk with S_0 = -2. Let T = inf{k >= 0 : S_k = 1} and tau = min(T, 6). Compute E[S_tau^2 - tau]. Answer with JSON of the form {""value"": ""...""} inside the answer tags.",{'value': '4'},"Step 1: Identify the stopped quadratic martingale task.
The requested expression is E[S_tau^2 - tau]. Do not compute E[S_tau^2] and E[tau] separately.

Step 2: Extract the bounded stopping time.
The process is the simple symmetric random walk, and tau is capped by a deterministic horizon.

Step 3: Use the martingale directly.
For a martingale, E[M_tau] = E[M_0]. Use the optional stopping directly.

Step 4: Compute the bounded stopping time.
Since tau is capped by a deterministic horizon, E[tau] is bounded.

Step 5: Conclude.
E[S_tau^2 - tau] = E[M_tau] - E[tau] = E[M_0] - E[tau].

Final answer:
<answer>
{""value"": ""E[M_0] - E[tau]}.
</answer>",{'value': 'E[M_0] - E[tau]'},False
algorithmic_scaffold_v2_5,hitting_time_expectation_train_2220001,hitting_time_expectation,biased_boundaries_zero_a,3,non_binary,False,"Let (X_n) be a nearest-neighbor random walk on the integers with X_0 = 2, P(X_(n+1) = X_n + 1 | F_n) = 2/3, and P(X_(n+1) = X_n - 1 | F_n) = 1/3. Let tau = inf{n >= 0 : X_n in {0, 6}}. Compute E[tau]. Answer with JSON of the form {""expected_time"": ""...""} inside the answer tags.",{'expected_time': '54/7'},"Step 1: Identify the walk type.
The walk is a nearest-neighbor walk on the integers, and the probability of the walk making a +1 or -1 change is 2/3 and 1/3, respectively.

Step 2: Extract the interval parameters.
The lower boundary is 0, and the upper boundary is b = 6.

Step 3: Select the interval parameters.
The lower boundary is 0, and the upper boundary is b = 6.

Step 4: Select the interval type.
The interval type is a fixed interval.

Step 5: Select the interval length.
The interval type is a fixed interval, so its length is b - a = 6.

Step 6: Select the interval start.
The lower boundary is a = 0.

Step 7: Select the interval end.
The upper boundary is b = 6.

Step 8: Select the interval type.
The interval type is a fixed interval.

Step 9: Select the interval start.
The lower boundary is a = 0.

Step 10: Select the interval end.
The upper boundary is b = 6.

Step 11: Select the interval type.
The interval type is a fixed interval.

Step 12: Select the interval start.
The lower boundary is a = 0.

Step 13: Select the interval end.
The upper boundary is b = 6.

Step 14: Select the interval type.
The interval type is a fixed interval.

Step 15: Select the interval start.
The lower boundary is a = 0.

Step 16: Select the interval end.
The upper boundary is b = 6.

Step 17: Select the interval type.
The interval type is a fixed interval.

Step 18: Select the interval start.
The lower boundary is a = 0.

Step 19: Select the interval end.
The upper boundary is b = 6.

Step 20: Select the interval type.
The interval type is a fixed interval.

Step 21: Select the interval start.
The lower boundary is a = 0.

Step 22: Select the interval end.
The upper boundary is b = 6.

Step 23: Select the interval type.
The interval type is a fixed interval.

Step 24: Select the interval start.
The lower boundary is a = 0.

Step 25: Select the interval end.
The upper boundary is b =",,False
algorithmic_scaffold_v2_5,hitting_time_expectation_train_2200001,hitting_time_expectation,symmetric_boundaries_zero_a,1,non_binary,False,"Let (X_n) be a simple symmetric random walk on the integers with X_0 = 2. Let tau = inf{n >= 0 : X_n in {0, 5}}. Compute E[tau]. Answer with JSON of the form {""expected_time"": ""...""} inside the answer tags.",{'expected_time': '6'},"Step 1: Identify the walk type.
The walk is simple symmetric, so p = q = 1/2. Use the symmetric finite-interval formula.

Step 2: Extract the interval parameters.
Lower boundary a = 0; upper boundary b = 5; start x = 2.

Step 3: Select the formula.
For the symmetric walk, E_x[tau] = (x-a)(b-x).

Step 4: Compute each factor.
x-a = 2 - 0 = 2.
b-x = 5 - 2 = 3.

Step 5: Multiply.
E_x[tau] = 2 * 3 = 6.

Final answer:
<answer>
{""expected_time"": ""6""}
</answer>",{'expected_time': '6'},True
algorithmic_scaffold_v2_5,hitting_time_expectation_train_2210001,hitting_time_expectation,symmetric_shifted_boundaries,2,non_binary,False,"Let (X_n) be a simple symmetric random walk with X_0 = 4. Let tau be the first time the walk hits either 2 or 6. Compute E[tau]. Answer with JSON of the form {""expected_time"": ""...""} inside the answer tags.",{'expected_time': '4'},"Step 1: Identify the walk type.
The walk is simple symmetric, so p = q = 1/2. Use the symmetric finite-interval formula.

Step 2: Extract the interval parameters.
Lower boundary a = 2; upper boundary b = 6; start x = 4.

Step 3: Select the formula.
For the symmetric walk, E_x[tau] = (x-a)(b-x).

Step 4: Compute each factor.
x-a = 4 - 2 = 2.
b-x = 6 - 4 = 2.

Step 5: Multiply.
E_x[tau] = 2 * 2 = 4.

Final answer:
<answer>
{""expected_time"": ""4""}
</answer>",{'expected_time': '4'},True
algorithmic_scaffold_v2_5,martingale_verification_train_2600001,martingale_verification,centered_walk_basic,1,binary,False,"Let S_0 = 0 and S_n = Y_1 + ... + Y_n, where the Y_k are independent and P(Y_k = 2) = P(Y_k = -2) = 1/2. With respect to the natural filtration, is (S_n) a martingale? Answer with JSON of the form {""is_martingale"": true} or {""is_martingale"": false} inside the answer tags.",{'is_martingale': True},"Step 1: Identify the martingale test.
Check whether E[S_(n+1) | F_n] = S_n.

Step 2: Compute the conditional increment mean.
S_(n+1) - S_n = Y_(n+1).
E[S_(n+1) | F_n] = E[Y_(n+1)] = 0.

Step 3: Conclude.
E[S_(n+1) | F_n] = 0 = S_n.

Final answer:
<answer>
{""is_martingale"": true}
</answer>",{'is_martingale': True},True
algorithmic_scaffold_v2_5,martingale_verification_train_2620003,martingale_verification,exponential_compensation,3,binary,False,"Let X_n = Y_1 + ... + Y_n, where the Y_k are independent with P(Y_k = 1) = 2/3 and P(Y_k = -1) = 1/3. For fixed lambda, consider M_n = exp(lambda X_n) / (p exp(lambda) + q exp(-lambda))^n. With respect to the natural filtration, is (M_n) a martingale? Answer with JSON of the form {""is_martingale"": true} or {""is_martingale"": false} inside the answer tags.",{'is_martingale': True},"Step 1: Identify the required exponential compensation.
The denominator in the expression is (p exp(lambda) + q exp(-lambda))^n, and the proposed test is in the exponential compensation.

Step 2: Compute the required test.
For a test in the exponential compensation, check the test in the proposed test.

Step 3: Conclude.
is_martingale = true.

Final answer:
<answer>
{""is_martingale"": true}
</answer>",{'is_martingale': True},True
algorithmic_scaffold_v2_5,martingale_verification_train_2610004,martingale_verification,quadratic_compensation,3,binary,False,"Let X_n = Y_1 + ... + Y_n for independent increments with P(Y_k = 5) = P(Y_k = -5) = 1/2. Consider M_n = X_n^2 - 24 n. With respect to the natural filtration, is (M_n) a martingale? Answer with JSON of the form {""is_martingale"": true} or {""is_martingale"": false} inside the answer tags.",{'is_martingale': False},"Step 1: Identify the required compensation.
For a centered walk, X_n^2 - c n is a martingale exactly when c = Var(Y_1).

Step 2: Extract the variance.
Var(Y_1) = E(Y_1^2) - (E(Y_1))^2 = 5^2 - (0)^2 = 25.

Step 3: Compare with the proposed c.
Proposed c = 24.

Step 4: Conclude.
is_martingale = false.

Final answer:
<answer>
{""is_martingale"": false}
</answer>",{'is_martingale': False},True
algorithmic_scaffold_v2_5,optional_stopping_validity_train_2800001,optional_stopping_validity,bounded_time_valid,1,binary,False,"Let (X_n) be a simple symmetric random walk with X_0 = 0 and natural filtration F_n. Let T = inf{k >= 0 : X_k = 2} and tau = min(T, 8). A solution claims that optional stopping gives E[X_tau] = E[X_0]. Is this use of optional stopping justified? Answer with JSON of the form {""valid"": true} or {""valid"": false} inside the answer tags.",{'valid': True},"Step 1: Identify the optional-stopping issue.
Before using E[M_tau] = E[M_0], check the stopping-time hypotheses.

Step 2: Check the condition in this problem.
tau = min(T, 8).
X_0 = 0.
T = inf{k : X_k = 2}.
The optional-stopping issue does not apply in this problem.

Step 3: Conclude.
valid = true.

Final answer:
<answer>
{""valid"": true}
</answer>",{'valid': True},True
algorithmic_scaffold_v2_5,optional_stopping_validity_train_2820003,optional_stopping_validity,finite_state_hitting_valid,3,binary,False,"Let (X_n) be a simple symmetric random walk on {0, ..., 10}, absorbed when it hits 0 or 10, with X_0 = 6. Let tau be the absorption time. A solution applies optional stopping to the bounded stopped process to conclude E[X_tau] = 6. Is this use justified? Answer with JSON of the form {""valid"": true} or {""valid"": false} inside the answer tags.",{'valid': True},"Step 1: Identify the optional-stopping issue.
Before using E[M_tau] = E[M_0], check the stopping-time hypotheses.

Step 2: Check the condition in this problem.
tau is an unbounded first-hitting time, and no extra integrability condition is given.

Step 3: Conclude.
valid = false.

Final answer:
<answer>
{""valid"": false}
</answer>",{'valid': False},False
algorithmic_scaffold_v2_5,optional_stopping_validity_train_2810001,optional_stopping_validity,unbounded_first_hit_invalid,2,binary,False,"Let (X_n) be a simple symmetric random walk with X_0 = 0. Let tau = inf{n >= 0 : X_n = 1}. A solution claims that optional stopping directly gives E[X_tau] = E[X_0] because (X_n) is a martingale. Is this use justified as stated? Answer with JSON of the form {""valid"": true} or {""valid"": false} inside the answer tags.",{'valid': False},"Step 1: Identify the optional-stopping issue.
Before using E[M_tau] = E[M_0], check the stopping-time hypotheses.

Step 2: Check the condition in this problem.
tau is an unbounded first-hitting time, and no extra integrability condition is given.

Step 3: Conclude.
valid = false.

Final answer:
<answer>
{""valid"": false}
</answer>",{'valid': False},True
algorithmic_scaffold_v2_5,stopped_process_expectation_train_2400001,stopped_process_expectation,bounded_walk_expectation,1,non_binary,False,"Let (S_n) be a simple symmetric random walk with S_0 = -1. Let T = inf{k >= 0 : S_k = 2} and tau = min(T, 20). Compute E[S_tau]. Answer with JSON of the form {""value"": ""...""} inside the answer tags.",{'value': '-1'},"Step 1: Identify the stopped process.
The process is the simple symmetric random walk (S_n), and tau = min(T, 20).
Because tau has a deterministic cap, tau is bounded.

Step 2: Extract the starting value.
S_0 = -1. The target level 2 does not change the optional-stopping value.

Step 3: Apply optional stopping directly.
E[S_tau] = E[S_0] = -1.

Final answer:
<answer>
{""value"": ""-1""}
</answer>",{'value': '-1'},True
algorithmic_scaffold_v2_5,stopped_process_expectation_train_2410001,stopped_process_expectation,quadratic_fixed_horizon,2,non_binary,False,"Let S_n = 0 + Y_1 + ... + Y_n, where P(Y_k = 3) = P(Y_k = -3) = 1/2 and the increments are independent. Compute E[S_5^2]. Answer with JSON of the form {""value"": ""...""} inside the answer tags.",{'value': '45'},"Step 1: Identify the fixed-time second-moment task.
We need E[S_5^2] for a centered independent-increment walk.

Step 2: Extract the parameters.
S_0 = 0; n = 5; increments are +3 or -3 with probability 1/2 each.
The variance of one increment is sigma^2 = (3)^2 = 9.

Step 3: Select the formula.
E[S_n^2] = S_0^2 + n sigma^2.

Step 4: Do the arithmetic in small pieces.
S_0^2 = 0^2 = 0.
n sigma^2 = 5 * 9 = 45.

Step 5: Conclude.
E[S_5^2] = 0 + 45 = 45.

Final answer:
<answer>
{""value"": ""45""}
</answer>",{'value': '45'},True
algorithmic_scaffold_v2_5,stopped_process_expectation_train_2420003,stopped_process_expectation,stopped_martingale_value,3,non_binary,False,"Let (X_n) be a simple symmetric random walk with X_0 = 2. Let T = inf{k >= 0 : X_k = 4} and tau = min(T, 12). Compute E[X_tau^2 - tau]. Answer with JSON of the form {""value"": ""...""} inside the answer tags.",{'value': '4'},"Step 1: Identify the stopped quadratic martingale task.
The requested expression is E[X_tau^2 - tau]. Do not compute E[X_tau^2] and E[tau] separately.

Step 2: Extract the bounded stopping time.
X_0 = 2; target level 4; tau = min(T, 12).
Since tau is capped by 12, optional stopping applies.

Step 3: Use the martingale directly.
For a simple symmetric random walk, M_n = X_n^2 - n is a martingale.
Therefore E[M_tau] = E[X_tau^2] - E[tau] = E[X_tau^2] - tau.

Step 4: Conclude.
E[X_tau^2] - tau = M_tau.

Final answer:
<answer>
{""value"": ""M_tau""}
</answer>",{'value': 'M_tau'},False
algorithmic_scaffold_v2_5,hitting_time_expectation_train_2220003,hitting_time_expectation,biased_boundaries_zero_a,3,non_binary,False,"Let (X_n) be a nearest-neighbor random walk on the integers with X_0 = 3, P(X_(n+1) = X_n + 1 | F_n) = 2/5, and P(X_(n+1) = X_n - 1 | F_n) = 3/5. Let tau = inf{n >= 0 : X_n in {0, 5}}. Compute E[tau]. Answer with JSON of the form {""expected_time"": ""...""} inside the answer tags.",{'expected_time': '1265/211'},"Step 1: Identify the walk type.
The walk is a symmetric walk, and the probability of +1 or -1 is 2/5 and 3/5, respectively.

Step 2: Extract the interval parameters.
The lower boundary is 0, and the upper boundary is b = 5.

Step 3: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 4: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 5: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 6: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 7: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 8: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 9: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 10: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 11: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 12: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 13: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 14: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 15: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 16: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 17: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 18: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 19: Select the interval.
The lower boundary is 0, and the upper boundary is b = 5.

Step 20: Select the interval.
The lower boundary is",,False
algorithmic_scaffold_v2_5,hitting_time_expectation_train_2200002,hitting_time_expectation,symmetric_boundaries_zero_a,1,non_binary,False,"Let (S_n) be a simple symmetric random walk on the integers with S_0 = 2. Let tau = inf{n >= 0 : S_n in {0, 6}}. Compute E[tau]. Answer with JSON of the form {""expected_time"": ""...""} inside the answer tags.",{'expected_time': '8'},"Step 1: Identify the walk type.
The walk is simple symmetric, so p = q = 1/2. Use the symmetric finite-interval formula.

Step 2: Extract the interval parameters.
Lower boundary a = 0; upper boundary b = 6; start x = 2.

Step 3: Select the formula.
For the symmetric walk, E_x[tau] = (x-a)(b-x).

Step 4: Compute each factor.
x-a = 2 - 0 = 2.
b-x = 6 - 2 = 4.

Step 5: Multiply.
E_x[tau] = 2 * 4 = 8.

Final answer:
<answer>
{""expected_time"": ""8""}
</answer>",{'expected_time': '8'},True
algorithmic_scaffold_v2_5,hitting_time_expectation_train_2210002,hitting_time_expectation,symmetric_shifted_boundaries,2,non_binary,False,"Let (X_n) be a simple symmetric random walk with X_0 = 1. Let tau be the first time the walk hits either -3 or 3. Compute E[tau]. Answer with JSON of the form {""expected_time"": ""...""} inside the answer tags.",{'expected_time': '8'},"Step 1: Identify the walk type.
The walk is simple symmetric, so p = q = 1/2. Use the symmetric finite-interval formula.

Step 2: Extract the interval parameters.
Lower boundary a = -3; upper boundary b = 3; start x = 1.

Step 3: Select the formula.
For the symmetric walk, E_x[tau] = (x-a)(b-x).

Step 4: Compute each factor.
x-a = 1 - (-3) = 4.
b-x = 3 - (1) = 2.

Step 5: Multiply.
E_x[tau] = 4 * 2 = 8.

Final answer:
<answer>
{""expected_time"": ""8""}
</answer>",{'expected_time': '8'},True
algorithmic_scaffold_v2_5,martingale_verification_train_2600002,martingale_verification,centered_walk_basic,1,binary,False,"Let X_0 = 0 and X_n = Y_1 + ... + Y_n, where the Y_k are independent and P(Y_k = 2) = P(Y_k = -2) = 1/2. With respect to the natural filtration, is (X_n) a martingale? Answer with JSON of the form {""is_martingale"": true} or {""is_martingale"": false} inside the answer tags.",{'is_martingale': True},"Step 1: Identify the martingale test.
Check whether E[X_{n+1} | F_n] = X_n.

Step 2: Compute the conditional increment mean.
X_{n+1} = X_n + Y_{n+1}.
E[X_{n+1} | F_n] = E[X_n + Y_{n+1} | F_n] = X_n + E[Y_{n+1}] = X_n + 0 = X_n.

Step 3: Conclude.
is_martingale = true.

Final answer:
<answer>
{""is_martingale"": true}
</answer>",{'is_martingale': True},True
algorithmic_scaffold_v2_5,martingale_verification_train_2620005,martingale_verification,exponential_compensation,3,binary,False,"Let S_n = Y_1 + ... + Y_n, where the Y_k are independent with P(Y_k = 1) = 1/3 and P(Y_k = -1) = 2/3. For fixed theta, consider M_n = exp(theta S_n) / (exp(theta))^n. With respect to the natural filtration, is (M_n) a martingale? Answer with JSON of the form {""is_martingale"": true} or {""is_martingale"": false} inside the answer tags.",{'is_martingale': False},"Step 1: Identify the required exponential compensation.
The denominator is (exp(theta))^n, so the overall expression is M_n = exp(theta S_n) / (exp(theta))^n = exp(theta (S_n - n)). Do not compute this.

Step 2: Compute the required one-step test.
E[M_n | F_{n-1}] = E[exp(theta (S_n - n)) | F_{n-1}] = E[exp(theta (S_n - n))] = E[exp(theta (S_n))].

Step 3: Extract the required factor.
S_n = S_{n-1} + Y_n, so the one-step test becomes E[exp(theta S_n)] = E[exp(theta (S_{n-1} + Y_n))] = E[exp(theta S_{n-1})]E[exp(theta Y_n)].

Step 4: Compute the one-step test.
E[exp(theta S_n)] = E[exp(theta S_{n-1})]E[exp(theta Y_n)] = M_{n-1}E[exp(theta Y_n)].

Step 5: Conclude.
E[exp(theta S_n)] = M_{n}E[exp(theta Y_n)].

Step 6: Check the martingale test.
M_nE[exp(theta Y_n)] = M_nE[exp(theta Y_n)].

Step 7: Conclude.
is_martingale = true.

Final answer:
<answer>
{""is_martingale"": true}
</answer>",{'is_martingale': True},False
